,Secteur,Scenario
8131,5,11
8133,6,11
8136,1,11
8142,2,15
8147,3,3
8153,4,11
8155,5,11
8157,6,11
8160,1,11
8166,2,3
8171,3,11
8177,4,15
8179,5,11
8181,6,15
8184,1,11
8190,2,3
8195,3,11
8201,4,11
8203,5,3
8205,6,2
8208,1,15
8214,2,11
8219,3,11
8225,4,3
8227,5,11
8229,6,3
8232,1,11
8238,2,15
8243,3,11
8249,4,3
8251,5,11
8253,6,3
8256,1,3
8262,2,11
8267,3,11
8273,4,3
8275,5,11
8277,6,3
8280,1,11
8286,2,15
8291,3,11
8297,4,15
8299,5,11
8301,6,15
8304,1,11
8310,2,15
8315,3,11
8321,4,3
8323,5,11
8325,6,3
8328,1,15
8334,2,15
8339,3,11
8345,4,11
8347,5,11
8349,6,11
8352,1,11
8358,2,15
8363,3,11
8369,4,15
8371,5,11
8373,6,15
8376,1,15
8382,2,15
8387,3,11
8393,4,11
8395,5,11
8397,6,11
8400,1,11
8406,2,3
8411,3,15
8417,4,11
8419,5,11
8421,6,11
8424,1,11
8430,2,15
8435,3,11
8441,4,2
8443,5,11
8445,6,3
8448,1,3
8454,2,11
8459,3,11
8465,4,15
8467,5,11
8469,6,15
8472,1,3
8478,2,3
8483,3,11
8489,4,11
8491,5,11
8493,6,11
8496,1,11
8502,2,3
8507,3,3
8513,4,11
8515,5,11
8517,6,11
8520,1,11
8526,2,3
8531,3,11
8537,4,11
8539,5,2
8541,6,15
8544,1,11
8550,2,3
8555,3,11
8561,4,15
8563,5,11
8565,6,15
8568,1,11
8574,2,3
8579,3,11
8585,4,11
8587,5,3
8589,6,15
8592,1,11
8598,2,15
8603,3,11
8609,4,11
8611,5,3
8613,6,15
8616,1,15
8622,2,15
8627,3,11
8633,4,11
8635,5,11
8637,6,11
8640,1,11
8646,2,3
8651,3,11
8657,4,15
8659,5,11
8661,6,3
8664,1,11
8670,2,3
8675,3,11
8681,4,15
8683,5,11
8685,6,15
8688,1,11
8694,2,3
8699,3,11
8705,4,15
8707,5,11
8709,6,3
8712,1,15
8718,2,15
8723,3,11
8729,4,11
8731,5,11
8733,6,11
8736,1,11
8742,2,3
8747,3,11
8753,4,11
8755,5,2
8757,6,3
8760,1,11
8766,2,3
8771,3,11
8777,4,2
8779,5,11
8781,6,15
8784,1,11
8790,2,3
8795,3,11
8801,4,11
8803,5,2
8805,6,3
8808,1,15
8814,2,15
8819,3,11
8825,4,11
8827,5,11
8829,6,11
8832,1,11
8838,2,3
8843,3,11
8849,4,11
8851,5,15
8853,6,15
8856,1,15
8862,2,15
8867,3,11
8873,4,11
8875,5,11
8877,6,11
8880,1,11
8886,2,3
8891,3,11
8897,4,2
8899,5,11
8901,6,15
8904,1,11
8910,2,3
8915,3,11
8921,4,11
8923,5,3
8925,6,3
8928,1,11
8934,2,3
8939,3,11
8945,4,15
8947,5,11
8949,6,15
8952,1,11
8958,2,15
8963,3,11
8969,4,11
8971,5,15
8973,6,3
8976,1,15
8982,2,15
8987,3,11
8993,4,11
8995,5,11
8997,6,11
9000,1,11
9006,2,15
9011,3,11
9017,4,11
9019,5,3
9021,6,3
9024,1,15
9030,2,2
9035,3,11
9041,4,11
9043,5,11
9045,6,11
9048,1,11
9054,2,3
9059,3,11
9065,4,11
9067,5,3
9069,6,3
9072,1,11
9078,2,3
9083,3,11
9089,4,15
9091,5,11
9093,6,15
9096,1,3
9102,2,11
9107,3,11
9113,4,11
9115,5,3
9117,6,3
9120,1,11
9126,2,3
9131,3,11
9137,4,3
9139,5,11
9141,6,2
9144,1,11
9150,2,2
9155,3,11
9161,4,15
9163,5,11
9165,6,3
9168,1,15
9174,2,11
9179,3,11
9185,4,3
9187,5,11
9189,6,3
9192,1,15
9198,2,15
9203,3,11
9209,4,11
9211,5,11
9213,6,11
9216,1,11
9222,2,2
9227,3,11
9233,4,3
9235,5,11
9237,6,3
9240,1,11
9246,2,15
9251,3,11
9257,4,15
9259,5,11
9261,6,15
9264,1,15
9270,2,15
9275,3,11
9281,4,11
9283,5,11
9285,6,11
9288,1,15
9294,2,15
9299,3,11
9305,4,11
9307,5,11
9309,6,11
9312,1,11
9318,2,2
9323,3,11
9329,4,3
9331,5,11
9333,6,15
9336,1,11
9342,2,15
9347,3,3
9353,4,11
9355,5,11
9357,6,11
9360,1,11
9366,2,15
9371,3,11
9377,4,3
9379,5,11
9381,6,3
9384,1,3
9390,2,11
9395,3,11
9401,4,15
9403,5,11
9405,6,15
9408,1,3
9414,2,2
9419,3,11
9425,4,11
9427,5,11
9429,6,11
9432,1,15
9438,2,15
9443,3,11
9449,4,11
9451,5,11
9453,6,11
9456,1,11
9462,2,15
9467,3,11
9473,4,11
9475,5,15
9477,6,3
9480,1,11
9486,2,3
9491,3,11
9497,4,15
9499,5,11
9501,6,15
9504,1,11
9510,2,3
9515,3,15
9521,4,11
9523,5,11
9525,6,11
9528,1,11
9534,2,3
9539,3,11
9545,4,11
9547,5,3
9549,6,15
9552,1,15
9558,2,2
9563,3,11
9569,4,11
9571,5,11
9573,6,11
9576,1,15
9582,2,3
9587,3,11
9593,4,11
9595,5,11
9597,6,11
9600,1,11
9606,2,2
9611,3,11
9617,4,15
9619,5,11
9621,6,3
9624,1,15
9630,2,15
9635,3,11
9641,4,11
9643,5,11
9645,6,11
9648,1,11
9654,2,3
9659,3,11
9665,4,2
9667,5,11
9669,6,15
9672,1,11
9678,2,15
9683,3,11
9689,4,11
9691,5,3
9693,6,15
9696,1,11
9702,2,15
9707,3,11
9713,4,15
9715,5,11
9717,6,2
9720,1,11
9726,2,3
9731,3,11
9737,4,2
9739,5,11
9741,6,15
9744,1,11
9750,2,3
9755,3,11
9761,4,11
9763,5,15
9765,6,15
9768,1,11
9774,2,3
9779,3,11
9785,4,15
9787,5,11
9789,6,3
9792,1,11
9798,2,3
9803,3,11
9809,4,2
9811,5,11
9813,6,15
9816,1,11
9822,2,15
9827,3,11
9833,4,15
9835,5,11
9837,6,3
9840,1,11
9846,2,3
9851,3,11
9857,4,11
9859,5,3
9861,6,3
9864,1,15
9870,2,15
9875,3,11
9881,4,11
9883,5,11
9885,6,11
9888,1,3
9894,2,2
9899,3,11
9905,4,11
9907,5,11
9909,6,11
9912,1,11
9918,2,15
9923,3,11
9929,4,15
9931,5,11
9933,6,15
9936,1,11
9942,2,3
9947,3,11
9953,4,11
9955,5,15
9957,6,15
9960,1,11
9966,2,3
9971,3,11
9977,4,2
9979,5,11
9981,6,15
9984,1,2
9990,2,15
9995,3,11
10001,4,11
10003,5,11
10005,6,11
10008,1,11
10014,2,3
10019,3,11
10025,4,3
10027,5,11
10029,6,15
10032,1,11
10038,2,3
10043,3,11
10049,4,11
10051,5,3
10053,6,3
10056,1,11
10062,2,3
10067,3,11
10073,4,15
10075,5,11
10077,6,15
10080,1,11
10086,2,15
10091,3,3
10097,4,11
10099,5,11
10101,6,11
10104,1,11
10110,2,3
10115,3,11
10121,4,15
10123,5,11
10125,6,2
10128,1,15
10134,2,15
10139,3,11
10145,4,11
10147,5,11
10149,6,11
10152,1,11
10158,2,15
10163,3,11
10169,4,11
10171,5,15
10173,6,3
10176,1,11
10182,2,15
10187,3,11
10193,4,11
10195,5,3
10197,6,3
10200,1,3
10206,2,3
10211,3,11
10217,4,11
10219,5,11
10221,6,11
10224,1,11
10230,2,3
10235,3,11
10241,4,11
10243,5,3
10245,6,3
10248,1,15
10254,2,15
10259,3,11
10265,4,11
10267,5,11
10269,6,11
10272,1,3
10278,2,11
10283,3,11
10289,4,11
10291,5,3
10293,6,3
10296,1,11
10302,2,15
10307,3,11
10313,4,11
10315,5,3
10317,6,3
10320,1,15
10326,2,15
10331,3,11
10337,4,11
10339,5,11
10341,6,11
10344,1,11
10350,2,3
10355,3,11
10361,4,11
10363,5,15
10365,6,15
10368,1,11
10374,2,2
10379,3,11
10385,4,3
10387,5,11
10389,6,3
10392,1,11
10398,2,3
10403,3,3
10409,4,11
10411,5,11
10413,6,11
10416,1,11
10422,2,15
10427,3,11
10433,4,11
10435,5,2
10437,6,3
10440,1,11
10446,2,2
10451,3,11
10457,4,2
10459,5,11
10461,6,3
10464,1,11
10470,2,3
10475,3,11
10481,4,15
10483,5,11
10485,6,2
10488,1,15
10494,2,15
10499,3,11
10505,4,11
10507,5,11
10509,6,11
10512,1,3
10518,2,11
10523,3,11
10529,4,3
10531,5,11
10533,6,3
10536,1,2
10542,2,15
10547,3,11
10553,4,11
10555,5,11
10557,6,11
10560,1,11
10566,2,15
10571,3,11
10577,4,11
10579,5,15
10581,6,3
10584,1,11
10590,2,15
10595,3,3
10601,4,11
10603,5,11
10605,6,11
10608,1,15
10614,2,15
10619,3,11
10625,4,11
10627,5,11
10629,6,11
10632,1,11
10638,2,15
10643,3,3
10649,4,11
10651,5,11
10653,6,11
10656,1,11
10662,2,15
10667,3,11
10673,4,15
10675,5,11
10677,6,15
10680,1,3
10686,2,15
10691,3,11
10697,4,11
10699,5,11
10701,6,11
10704,1,11
10710,2,15
10715,3,11
10721,4,3
10723,5,11
10725,6,15
10728,1,11
10734,2,3
10739,3,11
10745,4,2
10747,5,11
10749,6,15
10752,1,11
10758,2,3
10763,3,11
10769,4,11
10771,5,15
10773,6,15
10776,1,11
10782,2,3
10787,3,11
10793,4,3
10795,5,11
10797,6,15
10800,1,11
10806,2,3
10811,3,11
10817,4,2
10819,5,11
10821,6,15
10824,1,11
10830,2,15
10835,3,11
10841,4,15
10843,5,11
10845,6,3
10848,1,11
10854,2,3
10859,3,11
10865,4,3
10867,5,11
10869,6,15
10872,1,11
10878,2,3
10883,3,3
10889,4,11
10891,5,11
10893,6,11
10896,1,3
10902,2,11
10907,3,11
10913,4,3
10915,5,11
10917,6,15
10920,1,11
10926,2,3
10931,3,11
10937,4,11
10939,5,3
10941,6,3
10944,1,15
10950,2,2
10955,3,11
10961,4,11
10963,5,11
10965,6,11
10968,1,11
10974,2,3
10979,3,15
10985,4,11
10987,5,11
10989,6,11
10992,1,15
10998,2,15
11003,3,11
11009,4,11
11011,5,11
11013,6,11
11016,1,11
11022,2,15
11027,3,11
11033,4,15
11035,5,11
11037,6,3
11040,1,11
11046,2,3
11051,3,11
11057,4,3
11059,5,11
11061,6,15
11064,1,11
11070,2,3
11075,3,11
11081,4,15
11083,5,11
11085,6,2
11088,1,11
11094,2,15
11099,3,11
11105,4,15
11107,5,11
11109,6,15
11112,1,2
11118,2,15
11123,3,11
11129,4,11
11131,5,11
11133,6,11
11136,1,11
11142,2,15
11147,3,11
11153,4,15
11155,5,11
11157,6,15
11160,1,11
11166,2,15
11171,3,3
11177,4,11
11179,5,11
11181,6,11
11184,1,11
11190,2,3
11195,3,11
11201,4,2
11203,5,11
11205,6,2
11208,1,11
11214,2,15
11219,3,11
11225,4,11
11227,5,3
11229,6,3
11232,1,11
11238,2,3
11243,3,11
11249,4,11
11251,5,15
11253,6,2
11256,1,11
11262,2,3
11267,3,11
11273,4,11
11275,5,15
11277,6,15
11280,1,11
11286,2,3
11291,3,11
11297,4,2
11299,5,11
11301,6,2
11304,1,15
11310,2,2
11315,3,11
11321,4,11
11323,5,11
11325,6,11
11328,1,11
11334,2,15
11339,3,11
11345,4,11
11347,5,2
11349,6,3
11352,1,11
11358,2,15
11363,3,11
11369,4,11
11371,5,3
11373,6,3
11376,1,11
11382,2,15
11387,3,11
11393,4,11
11395,5,3
11397,6,3
11400,1,11
11406,2,3
11411,3,11
11417,4,15
11419,5,11
11421,6,2
11424,1,11
11430,2,2
11435,3,11
11441,4,3
11443,5,11
11445,6,3
11448,1,11
11454,2,15
11459,3,11
11465,4,15
11467,5,11
11469,6,15
11472,1,11
11478,2,15
11483,3,11
11489,4,15
11491,5,11
11493,6,15
11496,1,15
11502,2,2
11507,3,11
11513,4,11
11515,5,11
11517,6,11
11520,1,11
11526,2,15
11531,3,11
11537,4,3
11539,5,11
11541,6,15
11544,1,2
11550,2,15
11555,3,11
11561,4,11
11563,5,11
11565,6,11
11568,1,11
11574,2,3
11579,3,11
11585,4,3
11587,5,11
11589,6,15
11592,1,11
11598,2,3
11603,3,11
11609,4,3
11611,5,11
11613,6,15
11616,1,3
11622,2,11
11627,3,11
11633,4,15
11635,5,11
11637,6,15
11640,1,3
11646,2,11
11651,3,11
11657,4,3
11659,5,11
11661,6,15
11664,1,11
11670,2,15
11675,3,11
11681,4,15
11683,5,11
11685,6,3
11688,1,11
11694,2,15
11699,3,3
11705,4,11
11707,5,11
11709,6,11
11712,1,11
11718,2,3
11723,3,11
11729,4,2
11731,5,11
11733,6,3
11736,1,11
11742,2,15
11747,3,11
11753,4,3
11755,5,11
11757,6,15
11760,1,11
11766,2,3
11771,3,11
11777,4,2
11779,5,11
11781,6,15
11784,1,11
11790,2,3
11795,3,11
11801,4,3
11803,5,11
11805,6,15
11808,1,11
11814,2,15
11819,3,3
11825,4,11
11827,5,11
11829,6,11
11832,1,3
11838,2,11
11843,3,11
11849,4,3
11851,5,11
11853,6,15
11856,1,15
11862,2,3
11867,3,11
11873,4,11
11875,5,11
11877,6,11
11880,1,11
11886,2,15
11891,3,11
11897,4,2
11899,5,11
11901,6,15
11904,1,11
11910,2,15
11915,3,11
11921,4,15
11923,5,11
11925,6,15
11928,1,15
11934,2,2
11939,3,11
11945,4,11
11947,5,11
11949,6,11
11952,1,15
11958,2,11
11963,3,11
11969,4,15
11971,5,11
11973,6,3
11976,1,11
11982,2,15
11987,3,11
11993,4,15
11995,5,11
11997,6,3
12000,1,3
12006,2,11
12011,3,11
12017,4,15
12019,5,11
12021,6,3
12024,1,11
12030,2,15
12035,3,11
12041,4,15
12043,5,11
12045,6,15
12048,1,11
12054,2,3
12059,3,11
12065,4,15
12067,5,11
12069,6,3
12072,1,11
12078,2,3
12083,3,11
12089,4,15
12091,5,11
12093,6,3
12096,1,11
12102,2,3
12107,3,11
12113,4,3
12115,5,11
12117,6,3
12120,1,3
12126,2,11
12131,3,11
12137,4,15
12139,5,11
12141,6,15
12144,1,11
12150,2,3
12155,3,11
12161,4,3
12163,5,11
12165,6,15
12168,1,15
12174,2,2
12179,3,11
12185,4,11
12187,5,11
12189,6,11
12192,1,11
12198,2,3
12203,3,11
12209,4,11
12211,5,15
12213,6,2
12216,1,11
12222,2,3
12227,3,11
12233,4,2
12235,5,11
12237,6,2
12240,1,2
12246,2,15
12251,3,11
12257,4,11
12259,5,11
12261,6,11
12264,1,11
12270,2,3
12275,3,11
12281,4,3
12283,5,11
12285,6,2
12288,1,15
12294,2,2
12299,3,11
12305,4,11
12307,5,11
12309,6,11
12312,1,2
12318,2,3
12323,3,11
12329,4,11
12331,5,11
12333,6,11
12336,1,11
12342,2,15
12347,3,11
12353,4,3
12355,5,11
12357,6,15
12360,1,11
12366,2,15
12371,3,11
12377,4,11
12379,5,3
12381,6,3
12384,1,2
12390,2,15
12395,3,11
12401,4,11
12403,5,11
12405,6,11
12408,1,11
12414,2,3
12419,3,11
12425,4,11
12427,5,15
12429,6,15
12432,1,15
12438,2,3
12443,3,11
12449,4,11
12451,5,11
12453,6,11
12456,1,11
12462,2,3
12467,3,11
12473,4,11
12475,5,3
12477,6,15
12480,1,11
12486,2,3
12491,3,11
12497,4,15
12499,5,11
12501,6,3
12504,1,3
12510,2,11
12515,3,11
12521,4,3
12523,5,11
12525,6,3
12528,1,11
12534,2,3
12539,3,11
12545,4,15
12547,5,11
12549,6,3
12552,1,11
12558,2,15
12563,3,11
12569,4,11
12571,5,3
12573,6,3
12576,1,11
12582,2,15
12587,3,11
12593,4,15
12595,5,11
12597,6,15
12600,1,11
12606,2,15
12611,3,11
12617,4,3
12619,5,11
12621,6,15
12624,1,15
12630,2,2
12635,3,11
12641,4,11
12643,5,11
12645,6,11
12648,1,11
12654,2,15
12659,3,11
12665,4,2
12667,5,11
12669,6,3
12672,1,11
12678,2,3
12683,3,11
12689,4,3
12691,5,11
12693,6,15
12696,1,11
12702,2,15
12707,3,11
12713,4,2
12715,5,11
12717,6,15
12720,1,3
12726,2,11
12731,3,11
12737,4,15
12739,5,11
12741,6,15
12744,1,3
12750,2,11
12755,3,11
12761,4,2
12763,5,11
12765,6,3
12768,1,3
12774,2,11
12779,3,11
12785,4,3
12787,5,11
12789,6,15
12792,1,2
12798,2,15
12803,3,11
12809,4,11
12811,5,11
12813,6,11
12816,1,11
12822,2,3
12827,3,11
12833,4,2
12835,5,11
12837,6,3
12840,1,11
12846,2,15
12851,3,11
12857,4,11
12859,5,15
12861,6,15
12864,1,11
12870,2,15
12875,3,11
12881,4,2
12883,5,11
12885,6,15
12888,1,11
12894,2,15
12899,3,3
12905,4,11
12907,5,11
12909,6,11
12912,1,11
12918,2,15
12923,3,11
12929,4,2
12931,5,11
12933,6,15
12936,1,2
12942,2,3
12947,3,11
12953,4,11
12955,5,11
12957,6,11
12960,1,11
12966,2,3
12971,3,15
12977,4,11
12979,5,11
12981,6,11
12984,1,2
12990,2,15
12995,3,11
13001,4,11
13003,5,11
13005,6,11
13008,1,11
13014,2,3
13019,3,11
13025,4,3
13027,5,11
13029,6,3
13032,1,11
13038,2,15
13043,3,15
13049,4,11
13051,5,11
13053,6,11
13056,1,3
13062,2,11
13067,3,11
13073,4,2
13075,5,11
13077,6,15
13080,1,11
13086,2,3
13091,3,11
13097,4,11
13099,5,15
13101,6,15
13104,1,3
13110,2,15
13115,3,11
13121,4,11
13123,5,11
13125,6,11
13128,1,11
13134,2,15
13139,3,11
13145,4,3
13147,5,11
13149,6,15
13152,1,15
13158,2,15
13163,3,11
13169,4,11
13171,5,11
13173,6,11
13176,1,11
13182,2,15
13187,3,11
13193,4,15
13195,5,11
13197,6,15
13200,1,11
13206,2,15
13211,3,11
13217,4,15
13219,5,11
13221,6,2
13224,1,11
13230,2,3
13235,3,11
13241,4,15
13243,5,11
13245,6,2
13248,1,15
13254,2,11
13259,3,11
13265,4,15
13267,5,11
13269,6,3
13272,1,11
13278,2,3
13283,3,11
13289,4,15
13291,5,11
13293,6,3
13296,1,11
13302,2,3
13307,3,11
13313,4,3
13315,5,11
13317,6,3
13320,1,11
13326,2,15
13331,3,11
13337,4,3
13339,5,11
13341,6,2
13344,1,11
13350,2,2
13355,3,11
13361,4,15
13363,5,11
13365,6,3
13368,1,11
13374,2,3
13379,3,11
13385,4,3
13387,5,11
13389,6,2
13392,1,11
13398,2,15
13403,3,11
13409,4,15
13411,5,11
13413,6,3
13416,1,11
13422,2,15
13427,3,11
13433,4,11
13435,5,15
13437,6,3
13440,1,11
13446,2,3
13451,3,3
13457,4,11
13459,5,11
13461,6,11
13464,1,3
13470,2,11
13475,3,11
13481,4,15
13483,5,11
13485,6,15
13488,1,11
13494,2,2
13499,3,11
13505,4,15
13507,5,11
13509,6,15
13512,1,15
13518,2,15
13523,3,11
13529,4,11
13531,5,11
13533,6,11
13536,1,3
13542,2,11
13547,3,11
13553,4,3
13555,5,11
13557,6,2
13560,1,11
13566,2,3
13571,3,11
13577,4,2
13579,5,11
13581,6,3
13584,1,2
13590,2,15
13595,3,11
13601,4,11
13603,5,11
13605,6,11
13608,1,11
13614,2,15
13619,3,11
13625,4,15
13627,5,11
13629,6,15
13632,1,11
13638,2,15
13643,3,11
13649,4,3
13651,5,11
13653,6,15
13656,1,11
13662,2,3
13667,3,11
13673,4,11
13675,5,15
13677,6,3
13680,1,11
13686,2,3
13691,3,11
13697,4,2
13699,5,11
13701,6,3
13704,1,11
13710,2,15
13715,3,11
13721,4,3
13723,5,11
13725,6,15
13728,1,3
13734,2,11
13739,3,11
13745,4,11
13747,5,15
13749,6,3
13752,1,11
13758,2,15
13763,3,3
13769,4,11
13771,5,11
13773,6,11
13776,1,11
13782,2,3
13787,3,11
13793,4,2
13795,5,11
13797,6,3
13800,1,11
13806,2,3
13811,3,11
13817,4,11
13819,5,15
13821,6,15
13824,1,11
13830,2,2
13835,3,3
13841,4,11
13843,5,11
13845,6,11
13848,1,11
13854,2,3
13859,3,11
13865,4,11
13867,5,3
13869,6,15
13872,1,11
13878,2,3
13883,3,11
13889,4,3
13891,5,11
13893,6,2
13896,1,11
13902,2,3
13907,3,15
13913,4,11
13915,5,11
13917,6,11
13920,1,11
13926,2,15
13931,3,15
13937,4,11
13939,5,11
13941,6,11
13944,1,11
13950,2,3
13955,3,11
13961,4,11
13963,5,15
13965,6,15
13968,1,11
13974,2,3
13979,3,11
13985,4,11
13987,5,3
13989,6,15
13992,1,11
13998,2,15
14003,3,11
14009,4,15
14011,5,11
14013,6,2
14016,1,11
14022,2,3
14027,3,15
14033,4,11
14035,5,11
14037,6,11
14040,1,3
14046,2,15
14051,3,11
14057,4,11
14059,5,11
14061,6,11
14064,1,11
14070,2,3
14075,3,11
14081,4,15
14083,5,11
14085,6,3
14088,1,11
14094,2,2
14099,3,11
14105,4,11
14107,5,3
14109,6,3
14112,1,11
14118,2,3
14123,3,3
14129,4,11
14131,5,11
14133,6,11
14136,1,11
14142,2,15
14147,3,15
14153,4,11
14155,5,11
14157,6,11
14160,1,11
14166,2,15
14171,3,11
14177,4,3
14179,5,11
14181,6,15
14184,1,11
14190,2,15
14195,3,11
14201,4,15
14203,5,11
14205,6,3
14208,1,11
14214,2,15
14219,3,11
14225,4,2
14227,5,11
14229,6,3
14232,1,11
14238,2,15
14243,3,11
14249,4,15
14251,5,11
14253,6,15
14256,1,15
14262,2,3
14267,3,11
14273,4,11
14275,5,11
14277,6,11
14280,1,11
14286,2,3
14291,3,11
14297,4,11
14299,5,15
14301,6,15
14304,1,11
14310,2,3
14315,3,11
14321,4,11
14323,5,2
14325,6,15
14328,1,11
14334,2,3
14339,3,3
14345,4,11
14347,5,11
14349,6,11
14352,1,11
14358,2,15
14363,3,11
14369,4,11
14371,5,15
14373,6,15
14376,1,3
14382,2,11
14387,3,11
14393,4,2
14395,5,11
14397,6,3
14400,1,11
14406,2,3
14411,3,11
14417,4,11
14419,5,15
14421,6,15
14424,1,15
14430,2,15
14435,3,11
14441,4,11
14443,5,11
14445,6,11
14448,1,11
14454,2,15
14459,3,11
14465,4,3
14467,5,11
14469,6,15
14472,1,11
14478,2,15
14483,3,11
14489,4,2
14491,5,11
14493,6,15
14496,1,11
14502,2,2
14507,3,3
14513,4,11
14515,5,11
14517,6,11
14520,1,11
14526,2,15
14531,3,11
14537,4,3
14539,5,11
14541,6,15
14544,1,11
14550,2,3
14555,3,11
14561,4,11
14563,5,15
14565,6,15
14568,1,3
14574,2,11
14579,3,11
14585,4,3
14587,5,11
14589,6,15
14592,1,3
14598,2,11
14603,3,11
14609,4,2
14611,5,11
14613,6,15
14616,1,11
14622,2,2
14627,3,3
14633,4,11
14635,5,11
14637,6,11
14640,1,11
14646,2,15
14651,3,11
14657,4,3
14659,5,11
14661,6,2
14664,1,11
14670,2,2
14675,3,11
14681,4,15
14683,5,11
14685,6,3
14688,1,3
14694,2,15
14699,3,11
14705,4,11
14707,5,11
14709,6,11
14712,1,11
14718,2,15
14723,3,11
14729,4,15
14731,5,11
14733,6,3
14736,1,15
14742,2,3
14747,3,11
14753,4,11
14755,5,11
14757,6,11
14760,1,11
14766,2,15
14771,3,11
14777,4,11
14779,5,15
14781,6,3
14784,1,11
14790,2,3
14795,3,15
14801,4,11
14803,5,11
14805,6,11
14808,1,15
14814,2,15
14819,3,11
14825,4,11
14827,5,11
14829,6,11
14832,1,3
14838,2,11
14843,3,11
14849,4,3
14851,5,11
14853,6,2
14856,1,11
14862,2,3
14867,3,11
14873,4,11
14875,5,15
14877,6,3
14880,1,11
14886,2,15
14891,3,11
14897,4,2
14899,5,11
14901,6,3
14904,1,11
14910,2,15
14915,3,11
14921,4,2
14923,5,11
14925,6,2
14928,1,11
14934,2,3
14939,3,11
14945,4,11
14947,5,15
14949,6,15
14952,1,11
14958,2,15
14963,3,11
14969,4,3
14971,5,11
14973,6,15
14976,1,15
14982,2,15
14987,3,11
14993,4,11
14995,5,11
14997,6,11
15000,1,11
15006,2,3
15011,3,11
15017,4,2
15019,5,11
15021,6,3
15024,1,11
15030,2,3
15035,3,11
15041,4,11
15043,5,15
15045,6,15
15048,1,11
15054,2,15
15059,3,11
15065,4,15
15067,5,11
15069,6,3
15072,1,11
15078,2,3
15083,3,11
15089,4,3
15091,5,11
15093,6,3
15096,1,11
15102,2,3
15107,3,15
15113,4,11
15115,5,11
15117,6,11
15120,1,3
15126,2,11
15131,3,11
15137,4,11
15139,5,15
15141,6,3
15144,1,11
15150,2,15
15155,3,11
15161,4,11
15163,5,15
15165,6,3
15168,1,11
15174,2,3
15179,3,11
15185,4,11
15187,5,3
15189,6,15
15192,1,11
15198,2,3
15203,3,11
15209,4,3
15211,5,11
15213,6,3
15216,1,3
15222,2,11
15227,3,11
15233,4,15
15235,5,11
15237,6,3
15240,1,11
15246,2,15
15251,3,11
15257,4,2
15259,5,11
15261,6,3
15264,1,15
15270,2,15
15275,3,11
15281,4,11
15283,5,11
15285,6,11
15288,1,15
15294,2,3
15299,3,11
15305,4,11
15307,5,11
15309,6,11
15312,1,11
15318,2,15
15323,3,11
15329,4,15
15331,5,11
15333,6,15
15336,1,11
15342,2,15
15347,3,11
15353,4,3
15355,5,11
15357,6,15
15360,1,2
15366,2,2
15371,3,11
15377,4,11
15379,5,11
15381,6,11
15384,1,11
15390,2,15
15395,3,11
15401,4,3
15403,5,11
15405,6,15
15408,1,11
15414,2,15
15419,3,11
15425,4,2
15427,5,11
15429,6,15
15432,1,3
15438,2,3
15443,3,11
15449,4,11
15451,5,11
15453,6,11
15456,1,11
15462,2,2
15467,3,11
15473,4,11
15475,5,3
15477,6,3
15480,1,11
15486,2,15
15491,3,11
15497,4,3
15499,5,11
15501,6,3
15504,1,11
15510,2,15
15515,3,11
15521,4,15
15523,5,11
15525,6,15
15528,1,3
15534,2,15
15539,3,11
15545,4,11
15547,5,11
15549,6,11
15552,1,11
15558,2,15
15563,3,11
15569,4,15
15571,5,11
15573,6,3
15576,1,11
15582,2,3
15587,3,11
15593,4,11
15595,5,2
15597,6,15
15600,1,11
15606,2,15
15611,3,11
15617,4,3
15619,5,11
15621,6,15
15624,1,3
15630,2,11
15635,3,11
15641,4,3
15643,5,11
15645,6,3
15648,1,3
15654,2,11
15659,3,11
15665,4,15
15667,5,11
15669,6,15
15672,1,11
15678,2,3
15683,3,15
15689,4,11
15691,5,11
15693,6,11
15696,1,11
15702,2,15
15707,3,11
15713,4,3
15715,5,11
15717,6,2
15720,1,11
15726,2,15
15731,3,11
15737,4,2
15739,5,11
15741,6,3
15744,1,11
15750,2,15
15755,3,11
15761,4,15
15763,5,11
15765,6,3
15768,1,11
15774,2,3
15779,3,15
15785,4,11
15787,5,11
15789,6,11
15792,1,11
15798,2,3
15803,3,11
15809,4,11
15811,5,15
15813,6,15
15816,1,11
15822,2,3
15827,3,11
15833,4,11
15835,5,2
15837,6,15
15840,1,15
15846,2,3
15851,3,11
15857,4,11
15859,5,11
15861,6,11
15864,1,11
15870,2,3
15875,3,11
15881,4,11
15883,5,15
15885,6,2
15888,1,11
15894,2,3
15899,3,11
15905,4,11
15907,5,3
15909,6,2
15912,1,11
15918,2,3
15923,3,11
15929,4,11
15931,5,15
15933,6,15
15936,1,11
15942,2,15
15947,3,3
15953,4,11
15955,5,11
15957,6,11
15960,1,11
15966,2,15
15971,3,11
15977,4,15
15979,5,11
15981,6,15
15984,1,11
15990,2,3
15995,3,15
16001,4,11
16003,5,11
16005,6,11
16008,1,2
16014,2,2
16019,3,11
16025,4,11
16027,5,11
16029,6,11
16032,1,11
16038,2,15
16043,3,11
16049,4,3
16051,5,11
16053,6,15
16056,1,11
16062,2,3
16067,3,11
16073,4,11
16075,5,3
16077,6,15
16080,1,15
16086,2,3
16091,3,11
16097,4,11
16099,5,11
16101,6,11
16104,1,3
16110,2,3
16115,3,11
16121,4,11
